ESTAMAA 

------------------------
Ayumiim Ungipaghaatangi 

ayumiim	ayumigh*[N][Rel][Unpd][Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-–ghte[V→V]-@₁~:(u)n[V→N]-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naa-–leg[N→N]-~–ke[N→N]-te[N→V]-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalke-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalke-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalke-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalke-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalke-te[V→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalke-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalke-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalke-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-te[V→V]-@₁~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalke-~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalke-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalke-~:(u)te[V→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalke-~:(u)te[V→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-~:(u)te[V→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalke-~:(u)te[V→N]-te[N→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalke-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalke-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalke-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalke-~:(u)te[V→N]-te[N→V]-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalkute-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalkute-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalkute-@₁~fna[V→V]-@₁~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalkute-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
naalkunnaluni	naalkute-@₁~fna[V→V]-@₁~:(u)n[V→N]-–luk[N→N][N][Abs][4SgPoss][PlPosd]
naalkunnaluni	naalkute-@₁~fna[V→V]-~:(u)te[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	naalkute-@₁~fna[V→V][V][Intr][Sbrd][3Sg]
naalkunnaluni	na-aq[V→N]-–leg[N→N]-~–ke[N→V]-@₁~:(u)te[V→V]-@₁~fnaq[V→N]-–luk[N→N][N][Abs][4SgPoss][SgPosd]
